"sentence","label","knowledge_dimension","cognitive_process"
"Compare strategies used for din rail; analyze approach effectiveness from shelf S8.","Metacognitive_Analyze","Metacognitive","Analyze"
"Compose maintenance schedule for nickel alloy rod; create service routine from storage unit 2.","Procedural_Create","Procedural","Create"
"Clarify the voltage requirements of humidity sensor; describe the temperature range from shelf S10; summarize the power data from thermal camera 1.","Factual_Understand","Factual","Understand"
"Investigate performance degradation for acrylic panel; analyze error patterns from the table 5.","Metacognitive_Analyze","Metacognitive","Analyze"
"Identify priority level of tennis ball; recall urgency class from storage unit 3.","Conceptual_Remember","Conceptual","Remember"
"Compare junction box to reference model from the table 7; distinguish vintage from modern.","Conceptual_Analyze","Conceptual","Analyze"
"Investigate performance degradation for din rail; analyze error patterns from bin C5; examine failure modes of gripper A.","Metacognitive_Analyze","Metacognitive","Analyze"
"Execute startup script for plastic bag; run calibration sequence from the table 2.","Procedural_Apply","Procedural","Apply"
"Carry out assembly for tea cup; execute construction steps from rack R3.","Procedural_Apply","Procedural","Apply"
"Distinguish fuse holder by serial number; separate by size from the intake hopper.","Factual_Analyze","Factual","Analyze"
"Clarify configuration process for graphene membrane; explain setup procedure from bin B4.","Procedural_Understand","Procedural","Understand"
"Mount the solenoid valve steadily; install the component from the output chute; secure using force sensor B before the deadline.","Factual_Apply","Factual","Apply"
"Audit assembly procedure for pressure sensor; evaluate construction quality from sorting bench 3; assess build for lidar unit 3.","Procedural_Evaluate","Procedural","Evaluate"
"Examine decision process for teflon washer; analyze reasoning patterns from shelf S6.","Metacognitive_Analyze","Metacognitive","Analyze"
"Design new procedure for tungsten electrode; create optimized workflow from sorting bench 1; develop protocol for torque sensor 3.","Procedural_Create","Procedural","Create"
"Clarify the voltage requirements of relay module; describe the temperature range from storage unit 1; summarize the power data from magnetic head 1.","Factual_Understand","Factual","Understand"
"Judge confidence calibration for pneumatic cylinder; evaluate certainty reliability from bin B5.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Interpret the quality grade of stainless steel valve; explain the rating system from the table 2.","Factual_Understand","Factual","Understand"
"Use the glass vial within 40s; apply the label from the table 8.","Factual_Apply","Factual","Apply"
"Name protocol type for tungsten electrode; recall procedure class from shelf S7.","Conceptual_Remember","Conceptual","Remember"
"Execute startup script for copper wire; run calibration sequence from bin B4.","Procedural_Apply","Procedural","Apply"
"Rate classification effectiveness for lithium battery; judge methodology from the table 8.","Conceptual_Evaluate","Conceptual","Evaluate"
"Assess weight of junction box from shelf S2; measure dimensions accurately; evaluate compliance via joint 5.","Factual_Evaluate","Factual","Evaluate"
"Probe theoretical basis for stainless steel valve; investigate foundations from the table 2.","Conceptual_Analyze","Conceptual","Analyze"
"Name maintenance procedure for relay module; recall service steps from conveyor belt 3.","Procedural_Remember","Procedural","Remember"
"Generate packaging for gas detector; create protective case from the table 5; design container using encoder module 1.","Factual_Create","Factual","Create"
"Compare procedures for zirconia bearing; contrast methods from the table 3; analyze options for pressure pad sensor.","Procedural_Analyze","Procedural","Analyze"
"Debug configuration process for metal gear; analyze setup issues from the table 5; investigate initialization for torque sensor 1.","Procedural_Analyze","Procedural","Analyze"
"Identify priority level of fuse holder; recall urgency class from the table 7.","Conceptual_Remember","Conceptual","Remember"
"Name protocol type for carbon fiber sheet; recall procedure class from station ST2; identify method category via servo controller 1.","Conceptual_Remember","Conceptual","Remember"
"Illustrate relationship between gas detector types; explain category hierarchy from the output chute; describe tree via joint 6.","Conceptual_Understand","Conceptual","Understand"
"Construct theoretical framework for cellphone; develop conceptual model from bin C3.","Conceptual_Create","Conceptual","Create"
"Judge awareness quality for chemical flask; evaluate attention effectiveness from zone Z2; assess focus of vacuum generator 2.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Rate quality of tungsten electrode from storage unit 1; score condition on scale; grade appearance via torque sensor 3.","Factual_Evaluate","Factual","Evaluate"
"Apply self-monitoring during polyethylene tube task; use awareness techniques from bin B2.","Metacognitive_Apply","Metacognitive","Apply"
"Formulate storage categories for lead-free solder; create environment definitions from bin B3; design preservation via suction cup C.","Conceptual_Create","Conceptual","Create"
"Probe relay module for hidden damage from rack R5; investigate internal components.","Factual_Analyze","Factual","Analyze"
"Name the product line of ceramic capacitor; state the origin country from bin B4.","Factual_Remember","Factual","Remember"
"Describe startup procedure for titanium bolt; interpret initialization guide from shelf S8; explain boot for joint 6.","Procedural_Understand","Procedural","Understand"
"Recall the dimensions of rubber gasket from storage unit 3; identify the color code.","Factual_Remember","Factual","Remember"
"Probe testing procedure for steel wrench; investigate validation from workcell W5; analyze verification for gripper A.","Procedural_Analyze","Procedural","Analyze"
"List the expiry date of tennis ball from bin C3; identify the lot number.","Factual_Remember","Factual","Remember"
"Judge confidence calibration for zirconia bearing; evaluate certainty reliability from shelf S4.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Identify priority level of sapphire lens; recall urgency class from shelf S1.","Conceptual_Remember","Conceptual","Remember"
"Design self-monitoring framework for gas detector; create awareness system from bin B5.","Metacognitive_Create","Metacognitive","Create"
"Locate the certification mark on temperature probe; recognize the safety label from bin A2; name the compliance code using joint 4.","Factual_Remember","Factual","Remember"
"Explain learning curve for tungsten electrode; describe skill progress from storage unit 5.","Metacognitive_Understand","Metacognitive","Understand"
"Probe encoder wheel for hidden damage from shelf S1; investigate internal components; explore quality using joint 5.","Factual_Analyze","Factual","Analyze"
"Explain operation sequence for lead-free solder; paraphrase manual from shelf S10.","Procedural_Understand","Procedural","Understand"
"Implement configuration for pneumatic cylinder; execute setup procedure from rack R1.","Procedural_Apply","Procedural","Apply"
"Implement hazardous rules for nylon gear; apply safety principles from shelf S7; use protective method via laser scanner 2.","Conceptual_Apply","Conceptual","Apply"
"Predict battery drain for cellphone task; estimate time remaining from bin A5; interpret warning on joint 4.","Metacognitive_Understand","Metacognitive","Understand"
"List recovery procedure for gas detector; recall restart steps from bin C5.","Procedural_Remember","Procedural","Remember"
"Recognize performance baseline for pneumatic cylinder; identify benchmark from zone Z2.","Metacognitive_Remember","Metacognitive","Remember"
"Categorize zirconia bearing by size from bin B2; sort items by material; organize using magnetic head 3 data.","Factual_Analyze","Factual","Analyze"
"Operate the zirconia bearing control panel with precision; execute the power-on from the table 8; run in standard mode via suction cup C.","Factual_Apply","Factual","Apply"
"Deconstruct assembly process for stainless steel valve; analyze construction sequence from shelf S10; break down build for lidar unit 1.","Procedural_Analyze","Procedural","Analyze"
"Deconstruct assembly process for rubber gasket; analyze construction sequence from sorting bench 1; break down build for vacuum generator 1.","Procedural_Analyze","Procedural","Analyze"
"Recognize learning progress for metal gear; identify skill level from storage unit 3; recall competency for force sensor B.","Metacognitive_Remember","Metacognitive","Remember"
"Distinguish tungsten electrode by serial number; separate by size from station ST1.","Factual_Analyze","Factual","Analyze"
"Design performance optimization for silicon wafer; create efficiency enhancement from shelf S7.","Metacognitive_Create","Metacognitive","Create"
"Recognize confidence level for chemical flask; identify certainty score from station ST3; recall metric for thermal camera 2.","Metacognitive_Remember","Metacognitive","Remember"
"Verify recovery procedure for teflon washer; evaluate restart effectiveness from the intake hopper; assess reset of joint 2.","Procedural_Evaluate","Procedural","Evaluate"
"Check if fuse holder from conveyor belt 1 is damaged; verify the expiration date; test battery level using vacuum generator 2.","Factual_Evaluate","Factual","Evaluate"
"Compose serial number for pressure gauge; design part ID format from conveyor belt 3.","Factual_Create","Factual","Create"
"Name the model ID of the cable gland; recall the part number from zone Z2.","Factual_Remember","Factual","Remember"
"Audit assembly procedure for lead-free solder; evaluate construction quality from workcell W5.","Procedural_Evaluate","Procedural","Evaluate"
"Describe startup procedure for potentiometer dial; interpret initialization guide from shelf S2; explain boot for force sensor B.","Procedural_Understand","Procedural","Understand"
"Recognize performance baseline for terminal block; identify benchmark from bin A1; recall target for encoder module 2.","Metacognitive_Remember","Metacognitive","Remember"
"Predict resource consumption for pressure gauge; estimate capacity needs from workcell W8.","Metacognitive_Understand","Metacognitive","Understand"
"Manufacture hydraulic pump batch from sorting bench 1; fabricate production run.","Factual_Create","Factual","Create"
"Rate maintenance effectiveness for vibration monitor; evaluate service quality from bin A1.","Procedural_Evaluate","Procedural","Evaluate"
"Predict outcome for gas detector action; estimate success probability from shelf S9.","Metacognitive_Understand","Metacognitive","Understand"
"Verify serial matches records for plastic bag; validate certification from the table 2.","Factual_Evaluate","Factual","Evaluate"
"Use the limit sensor within 15s; apply the label from bin C3; attach the connector using tactile sensor array.","Factual_Apply","Factual","Apply"
"State the voltage rating of silicon wafer from workcell W2; identify the amperage label; list the power specs via ultrasonic sensor 2.","Factual_Remember","Factual","Remember"
"Debug failure gripping servo motor; analyze slip cause from shelf S7.","Metacognitive_Analyze","Metacognitive","Analyze"
"Examine maintenance protocol for tea cup; analyze service procedure from bin B4; investigate inspection for gripper B.","Procedural_Analyze","Procedural","Analyze"
"Interpret classification system for thermal compound tube; explain grouping method from shelf S1; clarify category via torque sensor 3.","Conceptual_Understand","Conceptual","Understand"
"Reflect on success of silicon wafer move; assess confidence of grasp from bin C5; rate efficiency of vision sensor 3 path.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Survey the teflon washer inventory from the output chute; examine stock levels.","Factual_Analyze","Factual","Analyze"
"Describe startup procedure for flow regulator; interpret initialization guide from storage unit 2.","Procedural_Understand","Procedural","Understand"
"Monitor flow rate of flow regulator; verify procedure from the table 7.","Procedural_Evaluate","Procedural","Evaluate"
"Summarize recovery procedure for pressure gauge; explain restart method from workcell W6.","Procedural_Understand","Procedural","Understand"
"Paraphrase safety protocol for red apple; explain emergency procedure from storage unit 5.","Procedural_Understand","Procedural","Understand"
"Appraise handling method for pressure sensor; critique applied protocol from the table 8.","Conceptual_Evaluate","Conceptual","Evaluate"
"Turn on the brass connector slowly; engage the locking mechanism from zone Z3.","Factual_Apply","Factual","Apply"
"Compare strategies used for potentiometer dial; analyze approach effectiveness from the table 6.","Metacognitive_Analyze","Metacognitive","Analyze"
"Audit configuration process for kevlar strap; evaluate setup quality from sorting bench 2; assess initialization of force sensor C.","Procedural_Evaluate","Procedural","Evaluate"
"Contrast protocol types for silicon wafer; compare procedure categories from conveyor belt 2; analyze method differences via suction cup C.","Conceptual_Analyze","Conceptual","Analyze"
"Name maintenance procedure for pressure gauge; recall service steps from storage unit 2.","Procedural_Remember","Procedural","Remember"
"Adapt grip force for carbon fiber sheet based on feedback; adjust speed from bin C2 as instructed.","Metacognitive_Apply","Metacognitive","Apply"
"Illustrate relationship between platinum wire types; explain category hierarchy from shelf S3; describe tree via lidar unit 2.","Conceptual_Understand","Conceptual","Understand"
"Probe theoretical basis for teflon washer; investigate foundations from bin B2; analyze framework via torque sensor 2.","Conceptual_Analyze","Conceptual","Analyze"
"State the category class for copper wire; recall sorting rule from workcell W4; identify handling category via tactile sensor array.","Conceptual_Remember","Conceptual","Remember"
"Apply priority protocol to solenoid valve; use urgency rules from sorting bench 3.","Conceptual_Apply","Conceptual","Apply"
"Execute startup script for kevlar strap; run calibration sequence from the table 1.","Procedural_Apply","Procedural","Apply"
"Identify shutdown protocol for encoder wheel; recall power-off sequence from bin A5.","Procedural_Remember","Procedural","Remember"
"Apply error correction for terminal block; use self-debugging from rack R1.","Metacognitive_Apply","Metacognitive","Apply"
"Implement protocol for junction box; execute standard procedure from shelf S8.","Procedural_Apply","Procedural","Apply"
"Implement shutdown for quartz crystal; execute power-off from shelf S4; perform termination on magnetic head 3 as quickly as possible.","Procedural_Apply","Procedural","Apply"
"Design new category for zirconia bearing; formulate tagging system from shelf S8.","Conceptual_Create","Conceptual","Create"
"State the category class for carbon fiber sheet; recall sorting rule from workcell W8.","Conceptual_Remember","Conceptual","Remember"
"Explain the safety symbols on teflon washer; interpret the warning label from zone Z5.","Factual_Understand","Factual","Understand"
"Implement protocol for quartz crystal; execute standard procedure from storage unit 5.","Procedural_Apply","Procedural","Apply"
"Name maintenance procedure for titanium bolt; recall service steps from bin B5; list inspection routine for ultrasonic sensor 1.","Procedural_Remember","Procedural","Remember"
"Recognize decision history for lithium battery; identify previous choices from station ST1; recall actions for vision sensor 2.","Metacognitive_Remember","Metacognitive","Remember"
"Recognize learning progress for servo motor; identify skill level from sorting bench 1.","Metacognitive_Remember","Metacognitive","Remember"
"Probe confidence calibration for platinum wire; analyze certainty accuracy from sorting bench 1; investigate reliability of suction cup A.","Metacognitive_Analyze","Metacognitive","Analyze"
"Create classification framework for temperature probe; develop categorization scheme from zone Z2; design methodology via tactile sensor array.","Conceptual_Create","Conceptual","Create"
"Reflect on success of glass vial move; assess confidence of grasp from zone Z3.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Formulate startup sequence for relay module; create initialization procedure from storage unit 6.","Procedural_Create","Procedural","Create"
"Rate performance consistency for pneumatic cylinder; evaluate efficiency stability from rack R4.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Evaluate decision quality for servo motor; assess choice effectiveness from zone Z4.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Position the aluminum bracket from workcell W8; align the part quickly.","Factual_Apply","Factual","Apply"
"Check if copper wire from bin B4 is damaged; verify the expiration date.","Factual_Evaluate","Factual","Evaluate"
"Examine maintenance protocol for servo motor; analyze service procedure from shelf S7; investigate inspection for joint 2.","Procedural_Analyze","Procedural","Analyze"
"Interpret confidence indicators for lithium battery; explain certainty metrics from storage unit 6.","Metacognitive_Understand","Metacognitive","Understand"
"Run cleaning protocol for fuse holder; execute sanitation from workcell W4; perform disinfection on vacuum generator 2 before the deadline.","Procedural_Apply","Procedural","Apply"
"Paraphrase safety protocol for rubber gasket; explain emergency procedure from the staging area.","Procedural_Understand","Procedural","Understand"
"Explain the marking purpose on stainless steel valve; paraphrase the product description from bin B2.","Factual_Understand","Factual","Understand"
"Evaluate calibration accuracy for polyethylene tube; assess adjustment precision from shelf S6; rate tuning of joint 4.","Procedural_Evaluate","Procedural","Evaluate"
"Investigate performance degradation for carbon fiber sheet; analyze error patterns from shelf S10.","Metacognitive_Analyze","Metacognitive","Analyze"
"Explain current system state for neodymium magnet; describe condition from the table 1; summarize status of encoder module 2.","Metacognitive_Understand","Metacognitive","Understand"
"Rate self-awareness for silicon wafer task; assess monitoring accuracy from shelf S8.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Execute category handling for temperature probe; apply theory from shelf S4.","Conceptual_Apply","Conceptual","Apply"
"Deconstruct learning process for stainless steel valve; analyze skill acquisition from workcell W1; examine development of vacuum generator 1.","Metacognitive_Analyze","Metacognitive","Analyze"
"Judge procedure timing for vibration monitor; evaluate sequence duration from the table 2; assess efficiency of servo controller 1.","Procedural_Evaluate","Procedural","Evaluate"
"Formulate error prevention for solenoid valve; create fault tolerance from workcell W3; develop resilience framework for magnetic head 3.","Metacognitive_Create","Metacognitive","Create"
"Judge procedure timing for chemical flask; evaluate sequence duration from bin B3; assess efficiency of magnetic head 1.","Procedural_Evaluate","Procedural","Evaluate"
"Recall last operation on epoxy resin block; identify previous state from bin A1.","Metacognitive_Remember","Metacognitive","Remember"
"Debug configuration process for encoder wheel; analyze setup issues from shelf S3.","Procedural_Analyze","Procedural","Analyze"
"State cleaning protocol for acrylic panel; recall sanitation steps from the output chute; list disinfection for force sensor C.","Procedural_Remember","Procedural","Remember"
"Develop safety classification for sponge pad; create risk scheme from zone Z4; design hazard grouping via joint 4.","Conceptual_Create","Conceptual","Create"
"Deconstruct assembly process for potentiometer dial; analyze construction sequence from bin B4.","Procedural_Analyze","Procedural","Analyze"
"Critique error recovery for platinum wire; evaluate fault handling from zone Z1.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Interpret assembly instructions for carbon fiber sheet; explain construction sequence from storage unit 3.","Procedural_Understand","Procedural","Understand"
"Examine maintenance protocol for platinum wire; analyze service procedure from rack R2.","Procedural_Analyze","Procedural","Analyze"
"Compose maintenance schedule for gas detector; create service routine from shelf S1; design inspection for joint 5.","Procedural_Create","Procedural","Create"
"Compose calibration routine for pressure gauge; design adjustment procedure from storage unit 6.","Procedural_Create","Procedural","Create"
"Interpret protocol framework for plastic bag; explain procedure categories from workcell W3; clarify method types via rotary actuator 2.","Conceptual_Understand","Conceptual","Understand"
"Examine decision process for fiber optic cable; analyze reasoning patterns from bin B4; investigate choice mechanism of vacuum generator 1.","Metacognitive_Analyze","Metacognitive","Analyze"
"Examine relationship between rubber gasket categories; investigate hierarchy from bin A2; analyze structure via joint 2.","Conceptual_Analyze","Conceptual","Analyze"
"Judge storage appropriateness for zirconia bearing; evaluate environment class from bin B3; assess category via gripper D.","Conceptual_Evaluate","Conceptual","Evaluate"
"Troubleshoot shutdown sequence for sponge pad; debug termination from shelf S2; analyze power-off for vision sensor 1.","Procedural_Analyze","Procedural","Analyze"
"Formulate recovery strategy for metal gear; generate self-diagnosis from workcell W5.","Metacognitive_Create","Metacognitive","Create"
"Illustrate relationship between lead-free solder types; explain category hierarchy from rack R2; describe tree via rotary actuator 1.","Conceptual_Understand","Conceptual","Understand"
"Demonstrate procedure category for encoder wheel; apply method rules from the table 5.","Conceptual_Apply","Conceptual","Apply"
"Describe the operational limits of copper wire; summarize the tolerance range from sorting bench 1.","Factual_Understand","Factual","Understand"
"Self-regulate performance for silicone gasket; adjust effort from shelf S2.","Metacognitive_Apply","Metacognitive","Apply"
"Debug configuration process for silicon wafer; analyze setup issues from zone Z5.","Procedural_Analyze","Procedural","Analyze"
"Design new procedure for titanium bolt; create optimized workflow from shelf S8; develop protocol for proximity detector 1.","Procedural_Create","Procedural","Create"
"Predict resource consumption for circuit board; estimate capacity needs from bin A2.","Metacognitive_Understand","Metacognitive","Understand"
"Compare strategies used for gas detector; analyze approach effectiveness from shelf S6.","Metacognitive_Analyze","Metacognitive","Analyze"
"Deconstruct the servo motor assembly from rack R5; break down the component list; analyze structure via depth camera 2.","Factual_Analyze","Factual","Analyze"
"Audit configuration process for epoxy resin block; evaluate setup quality from sorting bench 1.","Procedural_Evaluate","Procedural","Evaluate"
"Recognize hydraulic pump belongs to category; identify group classification from bin B5; list attributes via pneumatic gripper 2.","Conceptual_Remember","Conceptual","Remember"
"Interpret protocol framework for circuit board; explain procedure categories from the intake hopper; clarify method types via gripper C.","Conceptual_Understand","Conceptual","Understand"
"Use fragile handling for pneumatic cylinder; apply delicate protocol from bin B3; demonstrate careful technique with pressure pad sensor.","Conceptual_Apply","Conceptual","Apply"
"Utilize the cable gland for task from bin B3; employ the component efficiently.","Factual_Apply","Factual","Apply"
"Execute material handling for sponge pad; apply composition rules from zone Z2; use substance method via magnetic head 3 steadily.","Conceptual_Apply","Conceptual","Apply"
"Describe theory behind tea cup handling; explain underlying principle from the table 3.","Conceptual_Understand","Conceptual","Understand"
"State self-assessment of graphene membrane handling; recall evaluation outcome from bin C3.","Metacognitive_Remember","Metacognitive","Remember"
"Demonstrate procedure category for pneumatic cylinder; apply method rules from the table 8.","Conceptual_Apply","Conceptual","Apply"
"Rate quality of tungsten electrode from shelf S6; score condition on scale; grade appearance via gripper A.","Factual_Evaluate","Factual","Evaluate"
"Critique learning progress for tungsten electrode; evaluate skill development from workcell W8; assess competency of torque sensor 1.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Design performance optimization for pressure gauge; create efficiency enhancement from station ST4.","Metacognitive_Create","Metacognitive","Create"
"Construct theoretical framework for nylon gear; develop conceptual model from zone Z5; create hierarchy via rotary actuator 1.","Conceptual_Create","Conceptual","Create"
"Distinguish proximity switch by serial number; separate by size from rack R2; identify defects via vision sensor 3.","Factual_Analyze","Factual","Analyze"
"Adjust confidence thresholds for vibration monitor; adapt certainty parameters from shelf S4.","Metacognitive_Apply","Metacognitive","Apply"
"Investigate performance degradation for pressure sensor; analyze error patterns from storage unit 3.","Metacognitive_Analyze","Metacognitive","Analyze"
"Interpret protocol framework for kevlar strap; explain procedure categories from storage unit 5; clarify method types via thermal camera 2.","Conceptual_Understand","Conceptual","Understand"
"Implement hazardous rules for thermal compound tube; apply safety principles from storage unit 4.","Conceptual_Apply","Conceptual","Apply"
"Deconstruct learning process for solenoid valve; analyze skill acquisition from the intake hopper.","Metacognitive_Analyze","Metacognitive","Analyze"
"State cleaning protocol for hydraulic pump; recall sanitation steps from storage unit 2; list disinfection for lidar unit 2.","Procedural_Remember","Procedural","Remember"
"Explain current system state for stepper driver; describe condition from the table 6; summarize status of depth camera 1.","Metacognitive_Understand","Metacognitive","Understand"
"State resource utilization for brass connector; recall capacity remaining from bin A1.","Metacognitive_Remember","Metacognitive","Remember"
"Utilize the din rail for task from zone Z3; employ the component with reduced speed.","Factual_Apply","Factual","Apply"
"Rate adaptation effectiveness for ceramic capacitor; evaluate adjustment quality from shelf S7.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Locate the certification mark on pneumatic cylinder; recognize the safety label from workcell W8.","Factual_Remember","Factual","Remember"
"Recall safety class for stepper driver; state hazard category from shelf S2.","Conceptual_Remember","Conceptual","Remember"
"Fabricate plastic bag prototype from workcell W5; manufacture test sample.","Factual_Create","Factual","Create"
"Reflect on success of solenoid valve move; assess confidence of grasp from workcell W7; rate efficiency of laser scanner 2 path.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Survey category items for tennis ball from bin C1; examine class distribution.","Conceptual_Analyze","Conceptual","Analyze"
"Plan new route for fiber optic cable; compose automation script from workcell W8.","Procedural_Create","Procedural","Create"
"Classify stainless steel valve samples from bin C5; arrange by attribute.","Factual_Analyze","Factual","Analyze"
"Classify junction box as hazardous material; interpret the symbol from shelf S9; explain storage category for gripper C.","Conceptual_Understand","Conceptual","Understand"
"Construct theoretical framework for junction box; develop conceptual model from zone Z2.","Conceptual_Create","Conceptual","Create"
"List the serial number of the tennis ball from conveyor belt 1; identify the manufacturing date using servo controller 2.","Factual_Remember","Factual","Remember"
"Assess weight of circuit board from shelf S3; measure dimensions accurately; evaluate compliance via thermal camera 2.","Factual_Evaluate","Factual","Evaluate"
"Implement shutdown for pressure sensor; execute power-off from storage unit 3; perform termination on proximity detector 2 without delay.","Procedural_Apply","Procedural","Apply"
"Deconstruct learning process for relay module; analyze skill acquisition from bin B2; examine development of lidar unit 2.","Metacognitive_Analyze","Metacognitive","Analyze"
"Mount the graphene membrane accurately; install the component from zone Z1.","Factual_Apply","Factual","Apply"
"Generate new label for servo motor; create identification tag from shelf S1.","Factual_Create","Factual","Create"
"Demonstrate use of zirconia bearing within 50s; apply the standard technique from conveyor belt 1; execute operation via proximity detector 2.","Factual_Apply","Factual","Apply"
"Adapt behavior pattern for kevlar strap; adjust response strategy from zone Z2.","Metacognitive_Apply","Metacognitive","Apply"
"Generate new label for solenoid valve; create identification tag from rack R2; produce barcode via suction cup C.","Factual_Create","Factual","Create"
"Deconstruct assembly process for tungsten electrode; analyze construction sequence from shelf S5.","Procedural_Analyze","Procedural","Analyze"
"Compose maintenance schedule for humidity sensor; create service routine from bin B2.","Procedural_Create","Procedural","Create"
"Clarify configuration process for neodymium magnet; explain setup procedure from workcell W2; describe initialization for vision sensor 3.","Procedural_Understand","Procedural","Understand"
"Use metacognitive strategies for graphene membrane; apply reflection from workcell W5.","Metacognitive_Apply","Metacognitive","Apply"
"Explain performance trend for fuse holder; describe efficiency pattern from storage unit 6; interpret metrics of vacuum generator 1.","Metacognitive_Understand","Metacognitive","Understand"
"Debug resource allocation for circuit board; analyze capacity management from bin B3.","Metacognitive_Analyze","Metacognitive","Analyze"
"Paraphrase safety classification for temperature probe; interpret hazard categories from bin C1; explain risk grouping via suction cup B.","Conceptual_Understand","Conceptual","Understand"
"Develop assembly procedure for cellphone; create construction workflow from station ST4; design build for thermal camera 2.","Procedural_Create","Procedural","Create"
"Interpret assembly instructions for silicone gasket; explain construction sequence from bin C4; summarize build for laser scanner 1.","Procedural_Understand","Procedural","Understand"
"Use fragile handling for sponge pad; apply delicate protocol from storage unit 1.","Conceptual_Apply","Conceptual","Apply"
"Identify priority level of ceramic capacitor; recall urgency class from sorting bench 2; state importance tier for gripper C.","Conceptual_Remember","Conceptual","Remember"
"Survey the temperature probe inventory from workcell W7; examine stock levels.","Factual_Analyze","Factual","Analyze"
"Operate the servo motor control panel with maximum force; execute the power-on from zone Z5; run in standard mode via lidar unit 3.","Factual_Apply","Factual","Apply"
"Design hybrid category for glass vial; create cross-classification from bin A3; develop multi-attribute via gripper B.","Conceptual_Create","Conceptual","Create"
"Design recovery procedure for junction box; create restart sequence from rack R2.","Procedural_Create","Procedural","Create"
"State cleaning protocol for aluminum bracket; recall sanitation steps from rack R4.","Procedural_Remember","Procedural","Remember"
"Illustrate workflow for proximity switch; explain process flow from conveyor belt 3; describe sequence for vacuum generator 2.","Procedural_Understand","Procedural","Understand"
"Adapt learning rate for plastic bag; adjust acquisition approach from bin C3.","Metacognitive_Apply","Metacognitive","Apply"
"Apply priority protocol to polyethylene tube; use urgency rules from the table 5; implement tier handling via pressure pad sensor.","Conceptual_Apply","Conceptual","Apply"
"Predict outcome for humidity sensor action; estimate success probability from conveyor belt 3; describe expectation for suction cup A.","Metacognitive_Understand","Metacognitive","Understand"
"Rate performance consistency for nickel alloy rod; evaluate efficiency stability from station ST3.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Self-regulate performance for teflon washer; adjust effort from workcell W3; adapt attention for vision sensor 1 following safety rules.","Metacognitive_Apply","Metacognitive","Apply"
"Formulate priority scheme for nickel alloy rod; design urgency classification from sorting bench 3; create tier system via laser scanner 2.","Conceptual_Create","Conceptual","Create"
"Summarize calibration method for circuit board; explain adjustment procedure from zone Z1; describe tuning for pressure pad sensor.","Procedural_Understand","Procedural","Understand"
"Apply error correction for cable gland; use self-debugging from zone Z1; implement fault recovery for suction cup B before the deadline.","Metacognitive_Apply","Metacognitive","Apply"
"Evaluate calibration accuracy for titanium bolt; assess adjustment precision from station ST1.","Procedural_Evaluate","Procedural","Evaluate"
"Judge confidence calibration for potentiometer dial; evaluate certainty reliability from bin A3; assess prediction quality of proximity detector 1.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"State self-assessment of temperature probe handling; recall evaluation outcome from shelf S2; identify rating for vacuum generator 2.","Metacognitive_Remember","Metacognitive","Remember"
"Execute recovery procedure for relay module; run restart sequence from bin C3.","Procedural_Apply","Procedural","Apply"
"Audit assembly procedure for nickel alloy rod; evaluate construction quality from shelf S5.","Procedural_Evaluate","Procedural","Evaluate"
"Rate maintenance effectiveness for fiber optic cable; evaluate service quality from the table 4; assess inspection of vision sensor 1.","Procedural_Evaluate","Procedural","Evaluate"
"Recognize performance baseline for relay module; identify benchmark from station ST4.","Metacognitive_Remember","Metacognitive","Remember"
"Recognize material class of lead-free solder; name composition category from the table 5.","Conceptual_Remember","Conceptual","Remember"
"Predict resource consumption for terminal block; estimate capacity needs from storage unit 2; describe load for encoder module 1.","Metacognitive_Understand","Metacognitive","Understand"
"Assess weight of humidity sensor from bin B1; measure dimensions accurately; evaluate compliance via joint 5.","Factual_Evaluate","Factual","Evaluate"
"Construct lead-free solder housing smoothly; create enclosure from the table 3.","Factual_Create","Factual","Create"
"Clarify configuration process for ceramic capacitor; explain setup procedure from station ST4; describe initialization for gripper A.","Procedural_Understand","Procedural","Understand"
"Debug resource allocation for din rail; analyze capacity management from the table 6.","Metacognitive_Analyze","Metacognitive","Analyze"
"Recall the dimensions of encoder wheel from storage unit 3; identify the color code; list the material type via vacuum generator 1.","Factual_Remember","Factual","Remember"
"Summarize calibration method for proximity switch; explain adjustment procedure from storage unit 4.","Procedural_Understand","Procedural","Understand"
"Inspect acrylic panel for defects from shelf S3; review quality markers.","Factual_Evaluate","Factual","Evaluate"
"Validate specifications of titanium bolt from shelf S6; confirm tolerances; audit using pneumatic gripper 1 data.","Factual_Evaluate","Factual","Evaluate"
"Rate adaptation effectiveness for titanium bolt; evaluate adjustment quality from bin C5.","Metacognitive_Evaluate","Metacognitive","Evaluate"
